epoch,auc,binary_accuracy,loss,val_auc,val_binary_accuracy,val_loss
0,0.8560125827789307,0.833861768245697,0.4902488589286804,0.9056190848350525,0.8495575189590454,0.3499043881893158
1,0.9172536730766296,0.8642992973327637,0.37734976410865784,0.9242482781410217,0.8554572463035583,0.31806498765945435
2,0.9358518719673157,0.8883956670761108,0.3334914445877075,0.9274582862854004,0.8495575189590454,0.3016066551208496
3,0.9406092762947083,0.8902980089187622,0.3173260986804962,0.9337137937545776,0.8790560364723206,0.2707504630088806
4,0.9441671371459961,0.8858592510223389,0.3071995675563812,0.9418898224830627,0.8584070801734924,0.33102476596832275
