epoch,auc,binary_accuracy,loss,val_auc,val_binary_accuracy,val_loss
0,0.954613447189331,0.8941027522087097,0.26897522807121277,0.9399693012237549,0.8436577916145325,0.44192391633987427
1,0.970582902431488,0.9220038056373596,0.21235616505146027,0.9476240873336792,0.8997049927711487,0.24840961396694183
2,0.9798437356948853,0.9353201985359192,0.18106292188167572,0.953303337097168,0.9203540086746216,0.2157324254512787
3,0.9880273938179016,0.9448319673538208,0.1393248736858368,0.9522608518600464,0.8377581238746643,0.4654479920864105
4,0.9900832176208496,0.9556119441986084,0.1250516176223755,0.9562389850616455,0.9085545539855957,0.2053762823343277
5,0.9954965114593506,0.9682942032814026,0.0862932875752449,0.9539617300033569,0.8613569140434265,0.3931329846382141
6,0.9939103722572327,0.9651236534118652,0.08921241760253906,0.9516297578811646,0.9233038425445557,0.22047464549541473
7,0.9971312284469604,0.9720989465713501,0.06845808029174805,0.9514103531837463,0.8849557638168335,0.28623542189598083
8,0.998893678188324,0.9797083139419556,0.045967087149620056,0.953522801399231,0.8967551589012146,0.29696187376976013
9,0.9991156458854675,0.986049473285675,0.030471710488200188,0.9547300338745117,0.9115044474601746,0.3184475898742676
10,0.9999642372131348,0.9974635243415833,0.012548859231173992,0.9564310908317566,0.9174041152000427,0.2842293679714203
11,0.9999757409095764,0.9968294501304626,0.011153784580528736,0.9513003826141357,0.9233038425445557,0.28315508365631104
12,0.9999591708183289,0.9968294501304626,0.011953389272093773,0.9526448249816895,0.9203540086746216,0.2671549320220947
13,0.9999898076057434,0.9974635243415833,0.009189031086862087,0.9528642892837524,0.9262536764144897,0.2680871784687042
14,0.9999846816062927,0.9974635243415833,0.009429373778402805,0.9522881507873535,0.9233038425445557,0.27124038338661194
15,0.9999182820320129,0.9980976581573486,0.008929192088544369,0.9522882103919983,0.9262536764144897,0.2683590054512024
16,1.0,0.9993658661842346,0.006551852449774742,0.952397882938385,0.9262536764144897,0.2694486081600189
17,1.0000001192092896,0.9993658661842346,0.006530274171382189,0.9522331953048706,0.9262536764144897,0.2690292000770569
18,0.9999999403953552,0.998731791973114,0.006199563853442669,0.9522882103919983,0.9262536764144897,0.2706436216831207
19,1.0000001192092896,1.0,0.005693166051059961,0.9520137310028076,0.9292035102844238,0.2695530652999878
20,1.0,0.9993658661842346,0.006245979107916355,0.952178418636322,0.9262536764144897,0.2685871720314026
